"order_date","cumulative_sales"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
"""04-30-22""","2.8408162099999923E7"
